particle_id,particle_type,vx,vy,vz,px,py,pz,q,nhits
690,211,0.00334714,-0.00374408,9.6908,-2631.07,422.681,-1708.9,1,14
691,211,0.00334714,-0.00374408,9.6908,339.631,-3291.88,89358.3,1,13
692,211,0.00334714,-0.00374408,9.6908,138.897,-1126.48,9024.15,1,20
693,2212,0.00334714,-0.00374408,9.6908,787.925,-815.491,3437.21,1,24
694,-211,0.00334714,-0.00374408,9.6908,-1463.3,34.7969,-3200.98,-1,16
695,-211,0.00334714,-0.00374408,9.6908,-383.382,-1745.97,-18512.4,-1,16
696,211,0.00334714,-0.00374408,9.6908,2741.87,506.245,11515.1,1,24
697,-321,0.00334714,-0.00374408,9.6908,-823.928,-853.911,4467.28,-1,21
698,211,0.00334714,-0.00374408,9.6908,-992.769,-476.634,4216.3,1,22
699,-211,0.00334714,-0.00374408,9.6908,-496.616,-961.169,2684.29,-1,20
700,211,0.00334714,-0.00374408,9.6908,622.969,1532.6,-3980.66,1,13
701,211,0.00334714,-0.00374408,9.6908,-307.108,-1143.53,6408.27,1,18
702,-211,0.00334714,-0.00374408,9.6908,-973.452,-447.057,3426.58,-1,31
703,-211,0.00334714,-0.00374408,9.6908,-1158.47,-1837.04,15993,-1,14
704,-211,0.00334714,-0.00374408,9.6908,431.181,907.369,764.774,-1,14
705,-211,0.00334714,-0.00374408,9.6908,1630.91,1239.71,1032.42,-1,5
706,-211,0.00334714,-0.00374408,9.6908,1587.54,2301.69,1251.89,-1,14
707,211,0.00334714,-0.00374408,9.6908,1125.01,-389.621,8078.04,1,13
708,211,0.00334714,-0.00374408,9.6908,1186.71,519.625,-20236.6,1,13
709,-211,0.00334714,-0.00374408,9.6908,1570.96,1853.48,-9649.05,-1,19
710,211,0.00334714,-0.00374408,9.6908,979.832,734.904,-5098.1,1,8
711,211,0.00334714,-0.00374408,9.6908,-803.704,-693.42,-14169.5,1,11
712,-211,0.00334714,-0.00374408,9.6908,-1234.23,-465.187,25199.8,-1,13
713,-211,0.00334714,-0.00374408,9.6908,-2295.31,157.264,55599,-1,10
714,-321,0.00334714,-0.00374408,9.6908,-710.638,-1328.02,30581.3,-1,20
715,211,0.00334714,-0.00374408,9.6908,-760.708,-1321.82,2480.9,1,17
717,211,0.00334714,-0.00374408,9.6908,1061.6,1581.67,718.979,1,14
718,211,0.00402146,0.011598,103.664,668.704,-969.374,10147.9,1,13
719,211,0.00402146,0.011598,103.664,-655.806,-817.682,-3271.72,1,22
720,-321,0.00402146,0.011598,103.664,1325.81,690.839,-22686,-1,19
721,-321,0.00402146,0.011598,103.664,-158.177,1076.88,817.781,-1,16
722,-211,0.00402146,0.011598,103.664,-274.695,-1134.29,-332.814,-1,15
723,-211,0.00402146,0.011598,103.664,-1028.34,-824.339,-768.316,-1,12
724,-211,0.0156047,-0.0125361,69.6608,1731.73,819.354,2038.21,-1,15
725,211,0.0156047,-0.0125361,69.6608,-460.309,-892.155,-17652,1,20
726,-211,0.0156047,-0.0125361,69.6608,-1321.6,611.891,15058.6,-1,11
727,-211,0.0156047,-0.0125361,69.6608,-234.557,-1758.6,27779,-1,20
728,-321,0.0156047,-0.0125361,69.6608,317.415,2077.06,2056.56,-1,14
729,-2212,0.0156047,-0.0125361,69.6608,1731.5,216.634,104.215,-1,5
730,-321,0.0156047,-0.0125361,69.6608,2017.53,-1194.97,173.077,-1,14
731,211,0.0156047,-0.0125361,69.6608,50.8601,-1905.98,1713.65,1,12
733,-211,0.0156047,-0.0125361,69.6608,-949.003,-1291.02,24809.3,-1,12
734,-2212,0.0156047,-0.0125361,69.6608,1290.94,-1268.34,14409.3,-1,17
735,2212,0.0156047,-0.0125361,69.6608,213.576,-1026.26,1411.08,1,13
736,2212,0.0156047,-0.0125361,69.6608,-1039.24,-215.239,-133.42,1,18
737,-2212,0.0156047,-0.0125361,69.6608,-2385.69,622.134,544.54,-1,12
738,211,0.0156047,-0.0125361,69.6608,-1840.33,200.423,538.964,1,13
739,-211,0.0156047,-0.0125361,69.6608,-1362.81,1128.1,118.824,-1,16
740,-321,0.0156047,-0.0125361,69.6608,-446.903,3011,1291.53,-1,17
741,211,0.0156047,-0.0125361,69.6608,-370.553,1131.73,-133.03,1,16
742,321,0.0156047,-0.0125361,69.6608,-1192.44,-885.739,-4207.6,1,19
744,211,0.0156047,-0.0125361,69.6608,1386.22,-289.593,25451.5,1,13
745,-211,0.0156047,-0.0125361,69.6608,1666.61,39.1882,-7155.64,-1,12
746,211,0.0156047,-0.0125361,69.6608,2156.35,-76.5177,-8133.6,1,22
747,211,0.0156047,-0.0125361,69.6608,-349.629,-1497.06,18349,1,12
748,211,0.0156047,-0.0125361,69.6608,-108.684,1295.53,1545.59,1,14
749,-211,0.0156047,-0.0125361,69.6608,-1851.75,-984.457,-3434.82,-1,13
750,-321,0.0156047,-0.0125361,69.6608,1084.34,-944.644,-1723.56,-1,16
751,211,0.0156047,-0.0125361,69.6608,918.151,-1278.45,-3744.95,1,18
752,-211,0.0156047,-0.0125361,69.6608,2343.89,-1664.79,23080.7,-1,12
753,211,0.0156047,-0.0125361,69.6608,-1121.63,999.849,8509.37,1,19
754,-211,0.0156047,-0.0125361,69.6608,-1920.72,-185.712,3009.72,-1,7
755,211,0.0156047,-0.0125361,69.6608,-930.434,-398.346,2490.77,1,18
756,-211,0.0156047,-0.0125361,69.6608,-845.167,-928.098,2480.23,-1,17
757,-211,0.0156047,-0.0125361,69.6608,-1308.49,-831.464,575.945,-1,15
758,211,0.0156047,-0.0125361,69.6608,307.401,988.007,-6317.39,1,16
759,-211,0.0156047,-0.0125361,69.6608,1015.51,740.481,-4654.32,-1,21
760,-211,0.0156047,-0.0125361,69.6608,-1167.17,1152.57,-2690.13,-1,16
761,211,0.0156047,-0.0125361,69.6608,-1002.33,1043.73,-2012.97,1,12
762,211,0.0156047,-0.0125361,69.6608,-1547.86,336.204,-3693.51,1,19
763,211,0.0156047,-0.0125361,69.6608,-991.478,-298.526,505.687,1,5
764,211,0.0156047,-0.0125361,69.6608,-693.795,2191.15,432.419,1,15
765,-211,0.0156047,-0.0125361,69.6608,60.8328,1669.1,-95.3104,-1,13
766,321,0.0156047,-0.0125361,69.6608,-978.012,-390.4,-10734.2,1,14
767,211,0.0156047,-0.0125361,69.6608,1066.14,1053.51,22245.9,1,18
768,211,0.0156047,-0.0125361,69.6608,786.909,-647.682,13392.8,1,12
769,-211,0.0156047,-0.0125361,69.6608,1739.31,200.14,5509.42,-1,24
770,321,-0.00327447,-0.00329836,-45.1325,-1132.2,-447.284,-13983.5,1,11
771,-211,-0.00327447,-0.00329836,-45.1325,-502.964,-1075.94,-661.845,-1,13
772,211,-0.00327447,-0.00329836,-45.1325,-529.633,-1033.23,-785.006,1,17
773,-211,-0.0119619,-0.0345197,31.5297,-1330.25,2894.12,-6655.29,-1,16
774,211,-0.0119619,-0.0345197,31.5297,1052.14,-920.845,1549.34,1,11
775,-211,-0.0119619,-0.0345197,31.5297,-715.976,-1514.78,8518.78,-1,8
776,211,-0.0119619,-0.0345197,31.5297,371.452,-1634.49,19130.5,1,15
777,-211,-0.0119619,-0.0345197,31.5297,925.788,-458.827,5428.65,-1,21
778,-211,-0.0119619,-0.0345197,31.5297,-156.082,-1689.68,8933.66,-1,10
779,-2212,-0.0119619,-0.0345197,31.5297,-1181.22,-24.6763,-589.994,-1,5
780,211,-0.0119619,-0.0345197,31.5297,1341.73,-634.073,-412.825,1,15
781,-211,-0.002891,0.0208383,41.6872,-110.446,1194.88,21537.3,-1,17
782,-211,-0.0363222,0.0215015,-60.3444,81.2416,2609.09,2542.23,-1,13
784,-211,-0.0363222,0.0215015,-60.3444,-68.8663,-1232.54,25910.5,-1,11
785,211,-0.0363222,0.0215015,-60.3444,-384.234,1508.72,823.5,1,14
786,-211,-0.0363222,0.0215015,-60.3444,-138.15,1453.14,994.787,-1,13
787,211,0.0133383,-0.0157922,39.3426,-892.826,-679.35,-11983.1,1,12
788,2212,0.0133383,-0.0157922,39.3426,-2121.88,4286.43,12467.7,1,24
789,321,-0.0088633,-0.0229946,-35.2778,-3045.82,-215.329,28909.5,1,13
790,-211,-0.0088633,-0.0229946,-35.2778,939.938,-562.297,687.281,-1,15
791,211,0.0114073,-0.00583423,-75.9813,905.264,515.3,18366.8,1,19
792,211,0.0114073,-0.00583423,-75.9813,-1176.37,457.445,2841.46,1,15
793,-211,-0.027378,0.0200189,29.1306,-4408.3,314.954,-46075.5,-1,13
794,3112,-0.027378,0.0200189,29.1306,-1953.24,-2202.69,-30060,-1,11
795,211,-0.027378,0.0200189,29.1306,-354.504,-1157.36,-213.439,1,14
796,2212,-0.027378,0.0200189,29.1306,45.9099,-1290.86,5189.42,1,18
797,211,-0.027378,0.0200189,29.1306,1425.92,719.713,15768,1,19
798,211,-0.027378,0.0200189,29.1306,825.479,1366.93,-3885.81,1,13
799,211,-0.027378,0.0200189,29.1306,287.596,1565.24,-5374.77,1,28
800,-2212,-0.027378,0.0200189,29.1306,17.0197,1163.45,-4666.67,-1,5
801,211,-0.027378,0.0200189,29.1306,-1219.98,-99.8273,-23904.8,1,13
802,211,-0.027378,0.0200189,29.1306,-1138.56,-2.9942,-10759.3,1,7
803,2212,-0.027378,0.0200189,29.1306,1044.19,-1506.77,5302.11,1,21
804,-2212,-0.027378,0.0200189,29.1306,1578.28,-1211.18,8850.94,-1,11
805,211,-0.027378,0.0200189,29.1306,920,640.718,9769.14,1,6
806,211,-0.027378,0.0200189,29.1306,-1235.07,2420,-1803.28,1,14
807,211,-0.00258286,0.00151423,7.10453,-883.555,786.489,5852.29,1,21
808,211,-0.00258286,0.00151423,7.10453,451.523,-1137.33,-13713.3,1,13
809,-321,-0.00258286,0.00151423,7.10453,891.178,-572.269,6924.85,-1,18
810,-211,0.0049204,-0.0119914,75.5682,305.247,-1009.07,-27122.6,-1,13
811,-211,0.0049204,-0.0119914,75.5682,655.936,-994.854,-20225.3,-1,12
812,211,0.0049204,-0.0119914,75.5682,752.408,-766.825,-17540.1,1,19
813,-211,0.0049204,-0.0119914,75.5682,-510.06,-1765.67,-33128.8,-1,14
814,2212,0.0049204,-0.0119914,75.5682,-933.447,-903.66,-9710.33,1,20
815,-211,0.0049204,-0.0119914,75.5682,254.306,-1238.13,-13652.5,-1,15
817,2212,0.018699,0.014059,20.6267,-719.263,721.843,3190.57,1,25
818,2212,-0.00985847,0.0122573,-8.67383,-1106.17,1079.17,-14252.8,1,22
819,-211,-0.00967888,0.0171336,-13.3093,460.157,-1706.45,1259.68,-1,14
820,-2212,-0.00967888,0.0171336,-13.3093,600.491,-925.662,-394.624,-1,8
821,-321,-0.00967888,0.0171336,-13.3093,778.91,1012.47,-15764.1,-1,8
822,-211,-0.00967888,0.0171336,-13.3093,951.108,494.363,-569.296,-1,5
824,-211,-0.00967888,0.0171336,-13.3093,2754.73,914.242,-2274.31,-1,13
825,-211,-0.00967888,0.0171336,-13.3093,567.317,-1027.49,14126.5,-1,8
826,-2212,-0.00967888,0.0171336,-13.3093,-2578.3,-551.913,-13926.8,-1,18
827,211,-0.00967888,0.0171336,-13.3093,1467.25,-479.663,-571.77,1,14
828,211,-0.00967888,0.0171336,-13.3093,-603.294,868.232,-449.039,1,13
829,2212,-0.00967888,0.0171336,-13.3093,-1125.97,1128.79,-3690.97,1,22
830,-2212,-0.00967888,0.0171336,-13.3093,-1242.95,1686.72,-8512.79,-1,20
831,211,-0.00967888,0.0171336,-13.3093,307.89,1035.99,84.7283,1,14
832,211,-0.00967888,0.0171336,-13.3093,505.27,1318.84,1370.81,1,15
833,-321,-0.00967888,0.0171336,-13.3093,1033.17,287.254,26824.7,-1,12
834,-211,-0.00967888,0.0171336,-13.3093,-1019.9,-343.642,-5689.32,-1,15
835,-211,-0.00967888,0.0171336,-13.3093,-1083.58,-900.242,-6968.64,-1,19
836,-2212,-0.00967888,0.0171336,-13.3093,1005.92,329.293,-2394.48,-1,21
837,2212,-0.00967888,0.0171336,-13.3093,3117.94,-179.239,-692.31,1,14
838,2212,-0.00967888,0.0171336,-13.3093,653.388,-924.603,-479.67,1,11
839,2212,-0.00967888,0.0171336,-13.3093,-1528.62,350.935,-1912.93,1,15
840,-211,-0.00967888,0.0171336,-13.3093,-780.977,969.933,-33364.9,-1,9
841,-211,-0.00967888,0.0171336,-13.3093,1795.65,1470.75,12234.9,-1,17
842,321,0.00856904,-0.01557,31.9944,50.61,1017.4,-2935.63,1,23
843,-321,0.00856904,-0.01557,31.9944,1571.46,-527.561,33803.6,-1,14
844,-321,0.00856904,-0.01557,31.9944,-166.772,1884.72,59.3765,-1,12
845,211,0.00856904,-0.01557,31.9944,341.028,1687.65,-76.054,1,15
846,211,0.00856904,-0.01557,31.9944,-1040.58,-1999.09,1505.11,1,18
847,-211,0.00856904,-0.01557,31.9944,-385.619,-1585.68,1061.56,-1,13
848,-321,0.00374794,-0.00679412,99.5154,-1295.86,363.569,13003.8,-1,12
849,-211,0.00374794,-0.00679412,99.5154,-813.278,701.557,-724.473,-1,14
850,211,0.0150358,0.0090425,1.90102,343.484,-3626.91,-23493.5,1,21
851,-211,0.0150358,0.0090425,1.90102,-819.384,1704.68,-3889.1,-1,21
852,211,0.0150358,0.0090425,1.90102,-907.923,2285.32,-7273.37,1,24
853,-2212,0.0150358,0.0090425,1.90102,-2813.02,608.997,2893.44,-1,14
854,211,0.0150358,0.0090425,1.90102,-863.965,-1148.99,2761.05,1,10
855,211,0.0150358,0.0090425,1.90102,358.057,-2378.32,-195.795,1,15
856,211,0.0150358,0.0090425,1.90102,-644.755,-2945.59,-1944.58,1,14
857,-2212,0.0150358,0.0090425,1.90102,-252.311,-4451.54,-2941.38,-1,14
859,-211,0.0150358,0.0090425,1.90102,-907.247,-1715.33,-4778.2,-1,19
860,-2212,0.0150358,0.0090425,1.90102,140.046,1029.13,-15321.2,-1,20
861,211,0.0150358,0.0090425,1.90102,1283.7,1383.86,-6743.53,1,24
862,-211,0.0150358,0.0090425,1.90102,979.129,1663.01,-6205.11,-1,28
863,321,0.0150358,0.0090425,1.90102,-632.244,2469.82,-12927.6,1,19
864,321,0.0150358,0.0090425,1.90102,-44.3419,-1779.7,-10138.6,1,19
865,-211,0.0150358,0.0090425,1.90102,-798.244,1080.12,-6688.31,-1,9
866,-211,0.0150358,0.0090425,1.90102,1457.29,716.377,-6409.93,-1,23
867,-211,0.0150358,0.0090425,1.90102,599.334,-1147.57,5171.57,-1,20
868,-211,0.0150358,0.0090425,1.90102,2163.83,-1676.46,-8841.88,-1,23
869,211,0.0150358,0.0090425,1.90102,-1217,-130.709,-1758.71,1,12
870,211,0.00886527,0.0162039,8.50492,-1903.78,51.7238,-14579,1,16
871,-211,0.00886527,0.0162039,8.50492,138.056,-1213.14,24249.3,-1,20
872,-321,0.00886527,0.0162039,8.50492,873.057,697.736,17027.9,-1,12
873,211,0.00886527,0.0162039,8.50492,1011.91,1691.58,23889.7,1,13
874,-211,0.00886527,0.0162039,8.50492,-147.423,-1046.62,-5972.85,-1,23
875,-211,0.00886527,0.0162039,8.50492,-1309.13,-1158.17,46342.1,-1,13
876,-211,0.00886527,0.0162039,8.50492,-752.57,1046.26,-816.362,-1,13
877,-211,0.00886527,0.0162039,8.50492,-68.3246,1371.04,120.881,-1,14
878,211,0.00886527,0.0162039,8.50492,-1165.53,868.298,-3959.03,1,21
879,-211,0.00886527,0.0162039,8.50492,-1033.44,1044.15,-4906.68,-1,26
881,-211,0.00886527,0.0162039,8.50492,-64.223,-1633.31,1536.46,-1,13
882,-211,0.00886527,0.0162039,8.50492,128.564,-1076.51,22054.4,-1,17
883,211,0.00886527,0.0162039,8.50492,1269.16,-194.743,20742.8,1,18
884,2212,0.00390882,-0.00541169,22.9078,1094.94,586.39,-3356.57,1,22
885,211,0.00390882,-0.00541169,22.9078,-484.675,1090.06,7136.01,1,10
886,-2212,0.00390882,-0.00541169,22.9078,-1247.98,937.977,3848.33,-1,19
887,-211,0.00390882,-0.00541169,22.9078,-1718.75,512.234,2985.88,-1,14
888,211,0.00390882,-0.00541169,22.9078,-1728.68,900.598,5890.4,1,28
890,-2212,0.00390882,-0.00541169,22.9078,-1056.97,587.148,19665.8,-1,20
891,321,0.00390882,-0.00541169,22.9078,-1680.5,455.145,10016.1,1,15
892,-211,0.00390882,-0.00541169,22.9078,1380.5,-77.1508,1169.2,-1,14
893,-211,0.00390882,-0.00541169,22.9078,2177.79,1686.28,2569.39,-1,14
894,211,0.00390882,-0.00541169,22.9078,-379.006,1119.76,-1752,1,13
895,211,0.00390882,-0.00541169,22.9078,-122.83,-1326.22,262.117,1,13
896,211,0.00390882,-0.00541169,22.9078,-773.926,850.088,8146.75,1,18
897,-211,0.00390882,-0.00541169,22.9078,-938.147,1159.11,12937.8,-1,13
898,-2212,0.00390882,-0.00541169,22.9078,-1938.87,138.242,23555.3,-1,10
899,211,0.00390882,-0.00541169,22.9078,-1481.41,-244.5,18220.5,1,17
900,2212,0.00390882,-0.00541169,22.9078,2090.46,-594.395,889.902,1,14
901,211,0.00390882,-0.00541169,22.9078,800.118,-642.451,-525.791,1,15
902,-211,0.00390882,-0.00541169,22.9078,1610.34,-1288.01,-8.08012,-1,14
903,-211,0.00390882,-0.00541169,22.9078,1021.54,399.339,1032.24,-1,13
904,-211,0.00390882,-0.00541169,22.9078,61.3328,-1014.67,768.95,-1,13
905,211,0.00390882,-0.00541169,22.9078,863.891,-863.255,6239.9,1,21
907,211,9.79648,-3.61382,179.903,1137.59,-335.426,15035.1,1,11
908,211,0.00231525,0.0144981,4.68759,-3784.28,-1061.16,-21376.8,1,16
909,211,0.0132405,-0.00600101,-85.0065,856.84,1532.07,-108.537,1,13
910,211,0.0132405,-0.00600101,-85.0065,-642.501,-1242.03,-31820.2,1,15
911,-211,0.00748671,0.000971811,14.762,1956.34,-751.179,-164.835,-1,13
912,321,0.00748671,0.000971811,14.762,-1462.21,664.923,-43.9368,1,13
913,2212,-0.00441366,-0.00479179,74.2104,594.722,870.917,645.423,1,14
914,-2212,-0.00441366,-0.00479179,74.2104,913.212,637.095,2233.7,-1,17
915,2212,-0.00441366,-0.00479179,74.2104,915.738,-445.745,4941.84,1,13
916,321,-0.00441366,-0.00479179,74.2104,-540.283,-896.286,27827.1,1,9
917,2212,-0.00441366,-0.00479179,74.2104,-568.418,970.015,-8246.72,1,22
918,-211,-0.00441366,-0.00479179,74.2104,-337.53,1220.55,-2404.47,-1,17
919,211,-0.00441366,-0.00479179,74.2104,-738.585,874.541,-4469.06,1,25
920,211,-0.00441366,-0.00479179,74.2104,-158.457,1536.88,-309.831,1,16
921,-211,-0.00441366,-0.00479179,74.2104,345.181,2018.04,-1016.83,-1,11
922,-211,-0.00441366,-0.00479179,74.2104,864.557,588.797,5443.03,-1,14
923,2212,-0.00441366,-0.00479179,74.2104,-27.4567,1118.82,-7458.51,1,18
924,-211,-0.0181379,0.00858085,48.3127,-386.499,-1949.12,-8706.73,-1,25
925,2212,-0.0181379,0.00858085,48.3127,505.756,-3580.88,44300.4,1,6
926,-2212,-0.0181379,0.00858085,48.3127,538.494,-1007.31,16082.2,-1,15
927,211,-0.0181379,0.00858085,48.3127,-116.163,3082.53,975.613,1,15
928,211,-0.0181379,0.00858085,48.3127,161.607,991.367,329.975,1,15
929,211,0.00269154,0.0064103,-18.1148,1117.48,-289.533,1251.01,1,16
930,211,0.00442435,0.00271144,7.3013,1034.21,88.0652,1403.36,1,13
931,-2212,-0.00963347,-0.00399278,9.88054,-1473.99,822.65,-535.19,-1,10
932,-2212,-0.00963347,-0.00399278,9.88054,-1375.75,-134.152,1895.51,-1,14
933,211,-0.00963347,-0.00399278,9.88054,-4354.41,-847.963,5152.04,1,17
934,-211,-0.00963347,-0.00399278,9.88054,1156.73,-122.532,-23149.4,-1,14
935,321,-0.00963347,-0.00399278,9.88054,1291.52,1719.89,19083.7,1,11
936,211,-0.00963347,-0.00399278,9.88054,-471.955,1171.67,4171.46,1,22
937,-211,-0.00963347,-0.00399278,9.88054,656.822,-2045.96,4147.82,-1,12
938,321,-0.00963347,-0.00399278,9.88054,-1223.92,-271.859,4892.1,1,22
939,211,-0.00963347,-0.00399278,9.88054,-581.355,1041.84,24208.6,1,17
940,211,-0.00963347,-0.00399278,9.88054,1001.55,-77.9292,-7000.69,1,19
941,2212,-0.00963347,-0.00399278,9.88054,832.024,805.322,19509.8,1,17
942,-2212,-0.00963347,-0.00399278,9.88054,1231.49,1204.49,17757.3,-1,19
943,211,-0.00963347,-0.00399278,9.88054,14.7,-2353.02,3123.11,1,13
944,-211,-0.00963347,-0.00399278,9.88054,-126.105,1061.3,16072.4,-1,21
945,-211,-0.00963347,-0.00399278,9.88054,-704.627,731.514,75.2976,-1,15
946,211,-0.00963347,-0.00399278,9.88054,1362.56,-543.115,24802.6,1,13
947,2212,3.16077,-6.2166,19.0458,564.223,-1245.72,1502.11,1,12
948,-211,0.00693149,-0.00616664,-16.4168,-223.51,1072.06,980.213,-1,7
949,321,0.00693149,-0.00616664,-16.4168,-2467.25,-1273.79,16158.5,1,23
950,-211,0.00693149,-0.00616664,-16.4168,520.34,-1375.86,-5419.49,-1,20
951,211,0.00693149,-0.00616664,-16.4168,1041.81,838.769,9267.13,1,17
952,-211,0.00693149,-0.00616664,-16.4168,988.106,-1323.25,-3274.71,-1,18
953,211,0.00693149,-0.00616664,-16.4168,-33.9712,-1055.85,-5589.59,1,17
954,211,-0.0270803,0.00279782,-6.88657,-473.268,1554.96,21006.2,1,8
955,-321,0.00119302,0.00861882,30.3596,3458.63,-1017.25,7460.1,-1,16
956,-321,0.00119302,0.00861882,30.3596,-663.695,817.098,-20130.7,-1,11
957,321,0.00119302,0.00861882,30.3596,-867.572,-1542.57,2704.53,1,13
958,211,0.00119302,0.00861882,30.3596,-1255.99,-359.868,9009.83,1,15
959,-211,0.00119302,0.00861882,30.3596,-2545.03,463.787,-8405.18,-1,29
960,-211,0.00119302,0.00861882,30.3596,668.931,1023.41,-1497.91,-1,15
961,211,0.00119302,0.00861882,30.3596,1639.61,-428.5,2741.59,1,14
962,-211,0.00119302,0.00861882,30.3596,2427.11,-172.266,3883.83,-1,14
963,211,0.00119302,0.00861882,30.3596,1603.71,-131.563,3320.67,1,18
964,-211,12.7694,-9.05575,5.65818,1053.77,-543.49,-51.644,-1,14
965,-321,0.0120813,-0.0134079,-21.1405,311.109,1496.11,-28480.5,-1,18
966,211,0.0120813,-0.0134079,-21.1405,2654.65,-1112,-17195.2,1,19
967,-211,0.0120813,-0.0134079,-21.1405,-494.853,1300.78,-2359.51,-1,13
968,211,0.0120813,-0.0134079,-21.1405,-998.968,574.706,-20352.6,1,11
969,-321,0.0153301,-0.00227805,-4.22966,-830.082,746.339,2375.38,-1,17
970,211,0.0153301,-0.00227805,-4.22966,-910.113,-510.171,1458.21,1,12
971,-211,0.0153301,-0.00227805,-4.22966,-942.39,738.08,1593.5,-1,13
972,211,0.0153301,-0.00227805,-4.22966,276.849,1157.01,372.061,1,15
973,321,0.0153301,-0.00227805,-4.22966,1236.03,588.414,2043.58,1,11
974,211,0.0153301,-0.00227805,-4.22966,678.159,-905.707,1998.92,1,13
975,-211,0.0153301,-0.00227805,-4.22966,1781.61,-1681.81,4187.65,-1,13
976,-211,0.0153301,-0.00227805,-4.22966,-1081.35,57.6961,8202.7,-1,14
977,211,0.0153301,-0.00227805,-4.22966,-1012.83,329.469,1716.04,1,18
978,2212,0.0153301,-0.00227805,-4.22966,-249.563,-1550.58,1581.44,1,17
979,211,0.0153301,-0.00227805,-4.22966,774.729,1039.28,373.041,1,16
980,-321,-0.00800023,-0.00374725,-3.19656,-6225.16,-1971.23,-43757.1,-1,17
981,321,-0.00800023,-0.00374725,-3.19656,-992.842,1065.32,-10092.5,1,18
982,321,-0.00800023,-0.00374725,-3.19656,228.859,-1068.95,-9809.29,1,16
983,211,-0.00800023,-0.00374725,-3.19656,942.795,-357.46,-10223.1,1,7
984,321,-0.00800023,-0.00374725,-3.19656,-1680.24,-968.387,454.622,1,14
985,321,-0.00800023,-0.00374725,-3.19656,-1518.45,3157.47,-22648,1,23
986,321,-0.00800023,-0.00374725,-3.19656,-806.862,-621.431,3030.26,1,22
987,321,-0.00800023,-0.00374725,-3.19656,581.428,1020.19,-1315.41,1,13
988,211,-0.00800023,-0.00374725,-3.19656,622.744,-1148.88,17285.6,1,18
989,-211,-0.00800023,-0.00374725,-3.19656,-1069.26,1090.14,28523.3,-1,20
990,211,0.00119151,-0.00819042,61.1613,202.856,1219.07,-32029.4,1,19
991,-2212,-0.00187095,0.0130456,1.76643,-186.808,-1581.53,3765.37,-1,24
992,2212,-0.00187095,0.0130456,1.76643,-71.3525,-1026.55,-21056.8,1,13
993,-211,-0.00187095,0.0130456,1.76643,798.413,640.804,3594.45,-1,20
994,211,-0.00187095,0.0130456,1.76643,-172.488,-1347.4,3876.14,1,24
995,211,-0.00187095,0.0130456,1.76643,1247.41,-652.441,-15522.6,1,15
996,-321,0.00471289,-0.0129072,13.0183,1869.86,291.238,-9317.49,-1,22
997,211,0.00471289,-0.0129072,13.0183,645.174,-921.359,9815.53,1,15
998,2212,0.00471289,-0.0129072,13.0183,1573.39,586.973,2254.51,1,15
999,-2212,0.00471289,-0.0129072,13.0183,1546.1,-8.43007,3321.48,-1,8
1001,-211,0.00471289,-0.0129072,13.0183,-1048.18,42.8831,-643.309,-1,11
1002,-211,0.00471289,-0.0129072,13.0183,1187.96,497.48,-5341.54,-1,21
1003,321,0.00471289,-0.0129072,13.0183,2616,496.182,-11879,1,21
1004,-211,0.00471289,-0.0129072,13.0183,1064.66,433.948,-6105.86,-1,21
1005,-211,0.00471289,-0.0129072,13.0183,-632.874,1173.7,22635.8,-1,17
1006,-211,0.00471289,-0.0129072,13.0183,-579.293,-856.176,2309.55,-1,19
1007,-211,0.00471289,-0.0129072,13.0183,-789.209,-719.604,860.901,-1,5
1008,-211,0.00471289,-0.0129072,13.0183,-482.124,1066.94,28985.7,-1,17
1009,211,0.00471289,-0.0129072,13.0183,999.708,390.376,1219.46,1,12
1010,211,0.00854744,-0.00883133,40.5487,1033.53,-833.025,26714.1,1,10
1011,-211,0.00854744,-0.00883133,40.5487,-14.1443,-4440.41,117097,-1,9
1012,321,0.00854744,-0.00883133,40.5487,206.086,-1247.26,32231.8,1,17
1013,-211,0.00854744,-0.00883133,40.5487,1415.33,-342.797,15720.9,-1,11
1014,211,0.00854744,-0.00883133,40.5487,-740.42,757.495,3635.14,1,21
1015,-211,0.00854744,-0.00883133,40.5487,-443.385,1026.22,4414.66,-1,14
1018,211,-0.000545356,-0.0215195,36.3265,999.862,-1228.67,-1418.03,1,14
1019,-211,-0.000545356,-0.0215195,36.3265,-1449.44,388.882,-16504.2,-1,13
1020,-211,-0.000545356,-0.0215195,36.3265,1557.86,-156.774,-25336.2,-1,13
1021,211,-0.000545356,-0.0215195,36.3265,969.188,-343.125,-25939.9,1,13
1022,211,-0.000545356,-0.0215195,36.3265,675.799,-910.251,448.485,1,12
1023,-211,-0.000545356,-0.0215195,36.3265,1362.78,-184.196,1800.76,-1,14
1024,211,-0.000545356,-0.0215195,36.3265,-1158.92,670.729,134.515,1,13
1025,-211,-0.000545356,-0.0215195,36.3265,-1984.41,-79.5569,-310.931,-1,14
1026,211,-0.000545356,-0.0215195,36.3265,995.866,-227.217,-1690.11,1,17
1027,-211,-0.000545356,-0.0215195,36.3265,1113.12,309.824,10224.8,-1,11
1031,-211,-0.000230122,-0.0123521,38.1652,-2353.04,239.56,-4118.04,-1,19
1032,211,-0.000230122,-0.0123521,38.1652,-1246.93,154.932,2932.02,1,24
1033,-211,-0.000230122,-0.0123521,38.1652,652.587,1410.92,-989.47,-1,13
